layer_idx,neuron_idx,dpo_projection_value,dpo_activation_value
21,4418,,
12,6584,,
17,6928,,
12,168,,
17,512,,
8,2678,,
13,3022,,
11,7113,,
16,7457,,
21,7801,,
11,697,,
16,1041,,
2,2863,,
7,3207,,
12,3551,,
17,3895,,
3,5717,,
8,6061,,
13,6405,,
11,4080,,
2,6246,,
7,6590,,
12,6934,,
7,174,,
3,9100,,
3,2684,,
8,3028,,
18,3746,,
23,4090,,
2,3213,,
19,6600,,
24,6944,,
3,6067,,
19,184,,
24,528,,
20,3038,,
18,7129,,
23,7473,,
18,713,,
23,1057,,
14,3223,,
19,3567,,
24,3911,,
10,5733,,
15,6077,,
20,6421,,
20,5,,
18,4096,,
9,2098,,
14,6606,,
19,6950,,
14,190,,
19,534,,
5,8772,,
10,9116,,
5,2356,,
10,2700,,
15,3044,,
20,3388,,
1,4866,,
6,5210,,
4,5137,,
9,5481,,
0,1231,-7.790327072143555e-05,-0.00588226318359375
5,5739,,
10,6083,,
1,8249,,
6,8593,,
1,1833,,
4,8520,,
6,2177,,
9,8864,,
4,2104,,
9,2448,,
0,4614,-3.534555435180664e-05,0.034881591796875
5,9122,,
22,6093,,
1,5216,,
25,6364,,
4,5487,,
0,7997,-0.00013875961303710938,0.07366943359375
21,2458,,
0,1581,-0.00010657310485839844,0.041534423828125
22,3060,,
25,3331,,
16,5497,,
21,5841,,
17,8351,,
12,1591,,
17,1935,,
22,6443,,
25,6714,,
13,4445,,
11,8536,,
16,8880,,
11,2120,,
16,2464,,
21,2808,,
7,4630,,
12,4974,,
17,5318,,
8,7484,,
13,7828,,
3,724,,
8,1068,,
13,1412,,
11,5503,,
16,5847,,
2,7669,,
7,8013,,
12,8357,,
2,1253,,
7,1597,,
12,1941,,
17,8701,,
3,4107,,
8,4451,,
13,4795,,
23,5513,,
2,4636,,
7,4980,,
24,8367,,
3,7490,,
8,7834,,
24,1951,,
3,1074,,
18,8552,,
23,8896,,
18,2136,,
23,2480,,
14,4646,,
19,4990,,
24,5334,,
15,7500,,
20,7844,,
15,1084,,
20,1428,,
18,5519,,
23,5863,,
14,8029,,
19,8373,,
24,8717,,
14,1613,,
19,1957,,
24,2301,,
5,3779,,
10,4123,,
15,4467,,
20,4811,,
18,8902,,
6,6633,,
6,217,,
9,6904,,
4,144,,
9,488,,
14,4996,,
5,7162,,
10,7506,,
15,7850,,
15,1434,,
5,746,,
10,1090,,
1,3256,,
6,3600,,
4,3527,,
9,3871,,
0,6037,1.3232231140136719e-05,-0.033050537109375
5,4129,,
1,6639,,
6,6983,,
22,1100,,
1,223,,
4,6910,,
6,567,,
9,7254,,
4,494,,
25,1371,,
0,3004,-0.00014269351959228516,-0.01317596435546875
22,4483,,
25,4754,,
21,7264,,
0,6387,-5.519390106201172e-05,-0.00469970703125
16,504,,
21,848,,
17,3358,,
22,7866,,
22,1450,,
25,8137,,
25,1721,,
11,3543,,
16,3887,,
21,4231,,
12,6397,,
17,6741,,
17,325,,
8,8907,,
8,2491,,
13,2835,,
11,6926,,
16,7270,,
21,7614,,
11,510,,
16,854,,
2,9092,,
2,2676,,
7,3020,,
12,3364,,
17,3708,,
3,5530,,
8,5874,,
13,6218,,
11,3893,,
2,6059,,
7,6403,,
12,6747,,
3,8913,,
3,2497,,
8,2841,,
18,3559,,
23,3903,,
2,3026,,
19,6413,,
24,6757,,
24,341,,
20,2851,,
18,6942,,
23,7286,,
18,526,,
23,870,,
14,3036,,
19,3380,,
24,3724,,
10,5546,,
15,5890,,
20,6234,,
18,3909,,
6,1640,,
9,1911,,
14,6419,,
19,6763,,
14,3,,
19,347,,
5,8585,,
10,8929,,
5,2169,,
10,2513,,
15,2857,,
1,4679,,
6,5023,,
4,4950,,
9,5294,,
0,1044,-4.351139068603516e-06,0.0307464599609375
5,5552,,
10,5896,,
1,8062,,
6,8406,,
1,1646,,
4,8333,,
6,1990,,
9,8677,,
4,1917,,
9,2261,,
0,4427,1.424551010131836e-05,0.00885009765625
5,8935,,
22,5906,,
1,5029,,
25,6177,,
4,5300,,
21,8687,,
0,7810,-2.205371856689453e-06,0.0020618438720703125
21,2271,,
0,1394,-0.00012576580047607422,0.0259552001953125
22,2873,,
25,3144,,
11,4966,,
16,5310,,
21,5654,,
12,7820,,
17,8164,,
12,1404,,
17,1748,,
22,6256,,
13,4258,,
11,8349,,
16,8693,,
21,9037,,
11,1933,,
16,2277,,
21,2621,,
2,4099,,
7,4443,,
12,4787,,
17,5131,,
3,6953,,
8,7297,,
13,7641,,
3,537,,
8,881,,
13,1225,,
11,5316,,
2,7482,,
7,7826,,
12,8170,,
2,1066,,
7,1410,,
12,1754,,
3,3920,,
8,4264,,
13,4608,,
23,5326,,
2,4449,,
24,8180,,
3,7303,,
19,1420,,
24,1764,,
3,887,,
20,4274,,
18,8365,,
23,8709,,
18,1949,,
23,2293,,
14,4459,,
19,4803,,
24,5147,,
15,7313,,
20,7657,,
10,553,,
15,897,,
20,1241,,
18,5332,,
23,5676,,
14,7842,,
19,8186,,
24,8530,,
14,1426,,
19,1770,,
5,3592,,
10,3936,,
15,4280,,
20,4624,,
18,8715,,
6,6446,,
6,30,,
9,6717,,
9,301,,
14,4809,,
5,6975,,
10,7319,,
15,7663,,
5,559,,
10,903,,
1,3069,,
6,3413,,
4,3340,,
9,3684,,
0,5850,-5.7220458984375e-06,0.003265380859375
5,3942,,
1,6452,,
6,6796,,
22,913,,
1,36,,
4,6723,,
9,7067,,
25,1184,,
4,307,,
25,7600,,
0,2817,0.0005846023559570312,0.07171630859375
22,4296,,
25,4567,,
16,6733,,
21,7077,,
0,6200,-1.3232231140136719e-05,0.00168609619140625
16,317,,
21,661,,
17,3171,,
22,7679,,
22,1263,,
25,7950,,
25,1534,,
11,3356,,
16,3700,,
21,4044,,
7,5866,,
12,6210,,
17,6554,,
17,138,,
8,8720,,
13,9064,,
8,2304,,
13,2648,,
11,6739,,
16,7083,,
11,323,,
16,667,,
2,8905,,
2,2489,,
7,2833,,
12,3177,,
17,3521,,
3,5343,,
8,5687,,
13,6031,,
2,5872,,
7,6216,,
23,333,,
3,8726,,
8,9070,,
24,3187,,
3,2310,,
8,2654,,
18,3372,,
23,3716,,
19,6226,,
24,6570,,
24,154,,
20,9080,,
15,2320,,
20,2664,,
18,6755,,
23,7099,,
18,339,,
23,683,,
14,2849,,
19,3193,,
24,3537,,
10,5359,,
15,5703,,
20,6047,,
18,3722,,
6,1453,,
9,1724,,
14,6232,,
19,6576,,
5,8398,,
10,8742,,
15,9086,,
5,1982,,
10,2326,,
15,2670,,
1,4492,,
6,4836,,
4,4763,,
9,5107,,
0,857,9.608268737792969e-05,0.0106353759765625
5,5365,,
10,5709,,
1,7875,,
6,8219,,
1,1459,,
4,8146,,
6,1803,,
9,8490,,
4,1730,,
9,2074,,
0,4240,7.522106170654297e-05,-0.043792724609375
5,8748,,
22,5719,,
1,4842,,
25,5990,,
4,5113,,
21,8500,,
0,7623,-0.0013885498046875,-0.1561279296875
21,2084,,
0,1207,-7.575750350952148e-05,0.036102294921875
22,9102,,
22,2686,,
25,2957,,
11,4779,,
16,5123,,
21,5467,,
12,7633,,
17,7977,,
12,1217,,
17,1561,,
22,6069,,
13,4071,,
11,8162,,
16,8506,,
21,8850,,
11,1746,,
16,2090,,
21,2434,,
2,3912,,
7,4256,,
12,4600,,
17,4944,,
3,6766,,
8,7110,,
13,7454,,
3,350,,
8,694,,
13,1038,,
11,5129,,
2,7295,,
7,7639,,
12,7983,,
2,879,,
7,1223,,
12,1567,,
3,3733,,
8,4077,,
13,4421,,
23,5139,,
2,4262,,
24,7993,,
3,7116,,
19,1233,,
24,1577,,
3,700,,
20,4087,,
18,8178,,
23,8522,,
18,1762,,
23,2106,,
14,4272,,
19,4616,,
24,4960,,
15,7126,,
20,7470,,
10,366,,
15,710,,
20,1054,,
18,5145,,
23,5489,,
14,7655,,
19,7999,,
24,8343,,
14,1239,,
19,1583,,
5,3405,,
10,3749,,
15,4093,,
20,4437,,
18,8528,,
6,6259,,
4,6186,,
9,6530,,
9,114,,
14,4622,,
5,6788,,
10,7132,,
15,7476,,
5,372,,
10,716,,
1,2882,,
6,3226,,
4,3153,,
9,3497,,
0,5663,-0.00051116943359375,0.06109619140625
5,3755,,
22,7142,,
1,6265,,
6,6609,,
22,726,,
25,7413,,
4,6536,,
25,997,,
4,120,,
0,9046,-0.00018131732940673828,-0.051025390625
21,3507,,
0,2630,-0.0007786750793457031,-0.049835205078125
22,4109,,
25,4380,,
16,6546,,
21,6890,,
16,130,,
21,474,,
12,2640,,
17,2984,,
22,7492,,
22,1076,,
25,7763,,
13,5494,,
25,1347,,
11,3169,,
16,3513,,
21,3857,,
7,5679,,
12,6023,,
17,6367,,
8,8533,,
13,8877,,
3,1773,,
8,2117,,
13,2461,,
11,6552,,
16,6896,,
11,136,,
16,480,,
2,8718,,
7,9062,,
2,2302,,
7,2646,,
12,2990,,
3,5156,,
8,5500,,
13,5844,,
2,5685,,
7,6029,,
23,146,,
3,8539,,
8,8883,,
24,3000,,
3,2123,,
2,9068,,
18,3185,,
23,3529,,
19,6039,,
24,6383,,
20,8893,,
15,2133,,
20,2477,,
18,6568,,
23,6912,,
18,152,,
23,496,,
14,9078,,
14,2662,,
19,3006,,
24,3350,,
10,5172,,
15,5516,,
20,5860,,
18,3535,,
6,1266,,
9,7953,,
9,1537,,
14,6045,,
19,6389,,
5,8211,,
10,8555,,
15,8899,,
5,1795,,
10,2139,,
15,2483,,
1,4305,,
6,4649,,
4,4576,,
9,4920,,
0,7086,-0.0010309219360351562,-0.1015625
0,670,0.0001499652862548828,-0.01507568359375
5,5178,,
10,5522,,
1,7688,,
6,8032,,
1,1272,,
4,7959,,
6,1616,,
9,8303,,
4,1543,,
9,1887,,
25,2420,,
0,4053,-4.8995018005371094e-05,0.020294189453125
22,5532,,
1,4655,,
25,5803,,
21,8313,,
0,7436,-0.0008502006530761719,0.07635498046875
16,1553,,
21,1897,,
0,1020,-5.40614128112793e-05,0.02197265625
17,4407,,
22,8915,,
22,2499,,
25,9186,,
25,2770,,
11,4592,,
16,4936,,
21,5280,,
12,7446,,
17,7790,,
7,686,,
12,1030,,
17,1374,,
8,3540,,
13,3884,,
11,7975,,
16,8319,,
21,8663,,
11,1559,,
16,1903,,
2,3725,,
7,4069,,
12,4413,,
17,4757,,
3,6579,,
8,6923,,
13,7267,,
3,163,,
8,507,,
13,851,,
11,4942,,
2,7108,,
7,7452,,
12,7796,,
2,692,,
7,1036,,
3,3546,,
8,3890,,
23,4952,,
2,4075,,
24,7806,,
3,6929,,
19,1046,,
24,1390,,
20,3900,,
18,7991,,
23,8335,,
18,1575,,
23,1919,,
14,4085,,
19,4429,,
24,4773,,
15,6939,,
20,7283,,
10,179,,
15,523,,
20,867,,
18,4958,,
23,5302,,
14,7468,,
19,7812,,
24,8156,,
14,1052,,
19,1396,,
5,3218,,
10,3562,,
15,3906,,
20,4250,,
6,6072,,
4,5999,,
9,6343,,
14,4435,,
5,6601,,
10,6945,,
15,7289,,
5,185,,
10,529,,
1,9111,,
1,2695,,
6,3039,,
4,2966,,
9,3310,,
0,5476,-2.950429916381836e-05,0.003208160400390625
5,3568,,
22,6955,,
1,6078,,
6,6422,,
22,539,,
25,7226,,
4,6349,,
25,810,,
0,8859,2.6047229766845703e-05,-0.00417327880859375
21,3320,,
0,2443,-0.00029587745666503906,0.062286376953125
22,3922,,
25,4193,,
16,6359,,
21,6703,,
21,287,,
17,9213,,
12,2453,,
17,2797,,
22,7305,,
22,889,,
25,7576,,
13,5307,,
11,2982,,
16,3326,,
21,3670,,
7,5492,,
12,5836,,
17,6180,,
8,8346,,
13,8690,,
3,1586,,
8,1930,,
13,2274,,
11,6365,,
16,6709,,
2,8531,,
7,8875,,
2,2115,,
7,2459,,
12,2803,,
3,4969,,
8,5313,,
13,5657,,
2,5498,,
7,5842,,
3,8352,,
8,8696,,
24,2813,,
3,1936,,
2,8881,,
18,2998,,
23,3342,,
19,5852,,
24,6196,,
15,8362,,
20,8706,,
15,1946,,
20,2290,,
18,6381,,
23,6725,,
23,309,,
14,8891,,
14,2475,,
19,2819,,
24,3163,,
10,4985,,
15,5329,,
20,5673,,
6,7495,,
18,3348,,
6,1079,,
9,7766,,
9,1350,,
14,5858,,
19,6202,,
5,8024,,
10,8368,,
15,8712,,
5,1608,,
10,1952,,
15,2296,,
1,4118,,
6,4462,,
4,4389,,
9,4733,,
0,6899,7.855892181396484e-05,-0.00911712646484375
0,483,4.857778549194336e-05,0.003665924072265625
5,4991,,
10,5335,,
1,7501,,
6,7845,,
1,1085,,
4,7772,,
6,1429,,
9,8116,,
4,1356,,
9,1700,,
25,2233,,
0,3866,2.872943878173828e-05,0.01422119140625
22,5345,,
25,5616,,
21,8126,,
0,7249,-3.927946090698242e-05,0.00974273681640625
16,1366,,
21,1710,,
0,833,7.224082946777344e-05,-0.015777587890625
17,4220,,
22,8728,,
22,2312,,
25,8999,,
25,2583,,
13,314,,
11,4405,,
16,4749,,
21,5093,,
12,7259,,
17,7603,,
7,499,,
12,843,,
17,1187,,
8,3353,,
13,3697,,
11,7788,,
16,8132,,
21,8476,,
11,1372,,
16,1716,,
2,3538,,
7,3882,,
12,4226,,
17,4570,,
3,6392,,
8,6736,,
13,7080,,
8,320,,
13,664,,
11,4755,,
2,6921,,
7,7265,,
12,7609,,
2,505,,
7,849,,
3,3359,,
8,3703,,
18,4421,,
23,4765,,
2,3888,,
19,7275,,
24,7619,,
3,6742,,
19,859,,
24,1203,,
20,3713,,
18,7804,,
23,8148,,
18,1388,,
23,1732,,
14,3898,,
19,4242,,
24,4586,,
10,6408,,
15,6752,,
20,7096,,
15,336,,
20,680,,
18,4771,,
9,2773,,
14,7281,,
19,7625,,
14,865,,
19,1209,,
5,3031,,
10,3375,,
15,3719,,
20,4063,,
1,5541,,
6,5885,,
4,5812,,
9,6156,,
0,1906,0.0005764961242675781,0.08489990234375
5,6414,,
10,6758,,
10,342,,
1,8924,,
1,2508,,
4,9195,,
6,2852,,
4,2779,,
9,3123,,
0,5289,-0.00016820430755615234,0.031280517578125
22,6768,,
1,5891,,
22,352,,
25,7039,,
4,6162,,
25,623,,
0,8672,-0.028900146484375,-1.9970703125
21,3133,,
0,2256,-0.000308990478515625,0.037261962890625
22,3735,,
25,4006,,
16,6172,,
21,6516,,
21,100,,
17,9026,,
12,2266,,
17,2610,,
22,7118,,
25,7389,,
13,5120,,
11,9211,,
11,2795,,
16,3139,,
21,3483,,
7,5305,,
12,5649,,
17,5993,,
8,8159,,
13,8503,,
3,1399,,
8,1743,,
13,2087,,
11,6178,,
16,6522,,
2,8344,,
7,8688,,
12,9032,,
2,1928,,
7,2272,,
12,2616,,
3,4782,,
8,5126,,
13,5470,,
23,6188,,
2,5311,,
7,5655,,
24,9042,,
3,8165,,
8,8509,,
24,2626,,
3,1749,,
18,2811,,
23,3155,,
14,5321,,
19,5665,,
24,6009,,
15,8175,,
20,8519,,
15,1759,,
20,2103,,
18,6194,,
23,6538,,
23,122,,
14,8704,,
19,9048,,
14,2288,,
19,2632,,
24,2976,,
5,4454,,
10,4798,,
15,5142,,
20,5486,,
6,7308,,
6,892,,
9,7579,,
4,819,,
9,1163,,
14,5671,,
5,7837,,
10,8181,,
15,8525,,
15,2109,,
5,1421,,
10,1765,,
1,3931,,
6,4275,,
4,4202,,
9,4546,,
0,6712,-3.975629806518555e-05,0.01482391357421875
0,296,2.8073787689208984e-05,0.0030670166015625
5,4804,,
1,7314,,
6,7658,,
22,1775,,
1,898,,
4,7585,,
6,1242,,
9,7929,,
4,1169,,
25,2046,,
0,3679,4.965066909790039e-05,-0.0079345703125
22,5158,,
25,5429,,
21,7939,,
0,7062,0.0002999305725097656,0.07415771484375
16,1179,,
21,1523,,
17,4033,,
22,8541,,
22,2125,,
25,8812,,
25,2396,,
13,127,,
11,4218,,
16,4562,,
21,4906,,
12,7072,,
17,7416,,
7,312,,
12,656,,
17,1000,,
8,3166,,
13,3510,,
11,7601,,
16,7945,,
21,8289,,
11,1185,,
16,1529,,
2,3351,,
7,3695,,
12,4039,,
17,4383,,
3,6205,,
8,6549,,
13,6893,,
8,133,,
13,477,,
11,4568,,
2,6734,,
7,7078,,
12,7422,,
2,318,,
7,662,,
3,3172,,
8,3516,,
18,4234,,
23,4578,,
2,3701,,
19,7088,,
24,7432,,
3,6555,,
19,672,,
24,1016,,
20,3526,,
18,7617,,
23,7961,,
18,1201,,
23,1545,,
14,3711,,
19,4055,,
24,4399,,
10,6221,,
15,6565,,
20,6909,,
15,149,,
20,493,,
18,4584,,
9,2586,,
14,7094,,
19,7438,,
14,678,,
19,1022,,
5,2844,,
10,3188,,
15,3532,,
20,3876,,
1,5354,,
6,5698,,
4,5625,,
9,5969,,
0,1719,3.62396240234375e-05,0.00536346435546875
5,6227,,
10,6571,,
10,155,,
1,8737,,
6,9081,,
1,2321,,
4,9008,,
6,2665,,
4,2592,,
9,2936,,
0,5102,-0.0009927749633789062,-0.06256103515625
22,6581,,
1,5704,,
22,165,,
25,6852,,
4,5975,,
25,436,,
0,8485,-0.0004930496215820312,0.06134033203125
21,2946,,
0,2069,0.00036025047302246094,-0.019683837890625
22,3548,,
25,3819,,
16,5985,,
21,6329,,
12,8495,,
17,8839,,
12,2079,,
17,2423,,
22,6931,,
25,7202,,
13,4933,,
11,9024,,
11,2608,,
16,2952,,
21,3296,,
2,4774,,
7,5118,,
12,5462,,
17,5806,,
3,7628,,
8,7972,,
13,8316,,
3,1212,,
8,1556,,
13,1900,,
11,5991,,
2,8157,,
7,8501,,
12,8845,,
2,1741,,
7,2085,,
12,2429,,
3,4595,,
8,4939,,
13,5283,,
23,6001,,
2,5124,,
24,8855,,
3,7978,,
19,2095,,
24,2439,,
3,1562,,
20,4949,,
18,9040,,
18,2624,,
23,2968,,
14,5134,,
19,5478,,
24,5822,,
15,7988,,
20,8332,,
10,1228,,
15,1572,,
20,1916,,
18,6007,,
23,6351,,
14,8517,,
19,8861,,
24,9205,,
14,2101,,
19,2445,,
5,4267,,
10,4611,,
15,4955,,
20,5299,,
6,7121,,
1,361,,
6,705,,
9,7392,,
4,632,,
9,976,,
14,5484,,
5,7650,,
10,7994,,
15,8338,,
5,1234,,
10,1578,,
1,3744,,
6,4088,,
4,4015,,
9,4359,,
0,6525,5.08427619934082e-05,-0.04461669921875
0,109,-8.940696716308594e-06,-0.0133819580078125
5,4617,,
1,7127,,
6,7471,,
22,1588,,
1,711,,
4,7398,,
9,7742,,
25,1859,,
4,982,,
25,8275,,
0,3492,0.0004150867462158203,-0.04449462890625
22,4971,,
25,5242,,
16,7408,,
21,7752,,
0,6875,-4.9233436584472656e-05,-0.06390380859375
16,992,,
21,1336,,
17,3846,,
22,8354,,
22,1938,,
25,8625,,
25,2209,,
11,4031,,
16,4375,,
21,4719,,
7,6541,,
12,6885,,
17,7229,,
7,125,,
12,469,,
17,813,,
8,2979,,
13,3323,,
11,7414,,
16,7758,,
11,998,,
16,1342,,
2,3164,,
7,3508,,
12,3852,,
17,4196,,
3,6018,,
8,6362,,
13,6706,,
13,290,,
2,6547,,
7,6891,,
23,1008,,
2,131,,
7,475,,
24,3862,,
3,2985,,
8,3329,,
18,4047,,
23,4391,,
19,6901,,
24,7245,,
14,141,,
19,485,,
24,829,,
15,2995,,
20,3339,,
18,7430,,
23,7774,,
18,1014,,
23,1358,,
14,3524,,
19,3868,,
24,4212,,
10,6034,,
15,6378,,
20,6722,,
20,306,,
18,4397,,
6,2128,,
9,2399,,
14,6907,,
19,7251,,
14,491,,
5,9073,,
5,2657,,
10,3001,,
15,3345,,
1,5167,,
6,5511,,
4,5438,,
9,5782,,
0,1532,-0.0005393028259277344,-0.0552978515625
5,6040,,
10,6384,,
1,8550,,
6,8894,,
1,2134,,
4,8821,,
6,2478,,
9,9165,,
4,2405,,
9,2749,,
0,4915,-0.0005741119384765625,0.06591796875
22,6394,,
1,5517,,
25,6665,,
4,5788,,
25,249,,
21,9175,,
0,8298,-2.7120113372802734e-05,-0.0015411376953125
21,2759,,
0,1882,0.00019609928131103516,-0.0186309814453125
22,3361,,
25,3632,,
11,5454,,
16,5798,,
21,6142,,
12,8308,,
17,8652,,
12,1892,,
17,2236,,
22,6744,,
13,4746,,
11,8837,,
16,9181,,
11,2421,,
16,2765,,
21,3109,,
2,4587,,
7,4931,,
12,5275,,
17,5619,,
3,7441,,
8,7785,,
13,8129,,
3,1025,,
8,1369,,
13,1713,,
11,5804,,
2,7970,,
7,8314,,
12,8658,,
2,1554,,
7,1898,,
12,2242,,
3,4408,,
8,4752,,
13,5096,,
23,5814,,
2,4937,,
24,8668,,
3,7791,,
19,1908,,
24,2252,,
3,1375,,
20,4762,,
18,8853,,
23,9197,,
18,2437,,
23,2781,,
14,4947,,
19,5291,,
24,5635,,
15,7801,,
20,8145,,
10,1041,,
15,1385,,
20,1729,,
18,5820,,
23,6164,,
14,8330,,
19,8674,,
24,9018,,
14,1914,,
19,2258,,
5,4080,,
10,4424,,
15,4768,,
20,5112,,
18,9203,,
6,6934,,
1,174,,
6,518,,
9,7205,,
4,445,,
9,789,,
14,5297,,
5,7463,,
10,7807,,
15,8151,,
5,1047,,
10,1391,,
1,3557,,
6,3901,,
4,3828,,
9,4172,,
0,6338,-0.0002391338348388672,0.0703125
5,4430,,
1,6940,,
6,7284,,
22,1401,,
1,524,,
4,7211,,
9,7555,,
25,1672,,
4,795,,
25,8088,,
0,3305,8.344650268554688e-07,-0.0013666152954101562
22,4784,,
25,5055,,
16,7221,,
21,7565,,
0,6688,-1.7583370208740234e-05,-0.01250457763671875
16,805,,
21,1149,,
17,3659,,
22,8167,,
22,1751,,
25,8438,,
13,6169,,
25,2022,,
11,3844,,
16,4188,,
21,4532,,
7,6354,,
12,6698,,
17,7042,,
12,282,,
17,626,,
8,9208,,
8,2792,,
13,3136,,
11,7227,,
16,7571,,
11,811,,
16,1155,,
2,2977,,
7,3321,,
12,3665,,
17,4009,,
3,5831,,
8,6175,,
13,6519,,
13,103,,
2,6360,,
7,6704,,
23,821,,
7,288,,
3,9214,,
24,3675,,
3,2798,,
18,3860,,
23,4204,,
19,6714,,
24,7058,,
19,298,,
24,642,,
15,2808,,
20,3152,,
18,7243,,
23,7587,,
18,827,,
23,1171,,
14,3337,,
19,3681,,
24,4025,,
10,5847,,
15,6191,,
20,6535,,
20,119,,
18,4210,,
6,1941,,
9,8628,,
9,2212,,
14,6720,,
19,7064,,
14,304,,
5,8886,,
5,2470,,
10,2814,,
15,3158,,
1,4980,,
6,5324,,
4,5251,,
9,5595,,
0,7761,4.845857620239258e-05,-0.044189453125
0,1345,-0.00012886524200439453,0.0181121826171875
5,5853,,
10,6197,,
1,8363,,
6,8707,,
1,1947,,
4,8634,,
6,2291,,
9,8978,,
4,2218,,
9,2562,,
25,3095,,
0,4728,-0.0011730194091796875,-0.05859375
22,6207,,
1,5330,,
25,6478,,
25,62,,
21,8988,,
0,8111,-7.110834121704102e-05,0.00931549072265625
16,2228,,
21,2572,,
0,1695,-0.001758575439453125,0.1314697265625
17,5082,,
22,3174,,
25,3445,,
11,5267,,
16,5611,,
21,5955,,
12,8121,,
17,8465,,
7,1361,,
12,1705,,
17,2049,,
8,4215,,
13,4559,,
11,8650,,
16,8994,,
11,2234,,
16,2578,,
2,4400,,
7,4744,,
12,5088,,
17,5432,,
3,7254,,
8,7598,,
13,7942,,
3,838,,
8,1182,,
13,1526,,
11,5617,,
2,7783,,
7,8127,,
12,8471,,
2,1367,,
7,1711,,
3,4221,,
8,4565,,
23,5627,,
2,4750,,
24,8481,,
3,7604,,
19,1721,,
24,2065,,
20,4575,,
18,8666,,
23,9010,,
18,2250,,
23,2594,,
14,4760,,
19,5104,,
24,5448,,
15,7614,,
20,7958,,
10,854,,
15,1198,,
20,1542,,
18,5633,,
23,5977,,
14,8143,,
19,8487,,
24,8831,,
14,1727,,
19,2071,,
5,3893,,
10,4237,,
15,4581,,
20,4925,,
6,6747,,
6,331,,
4,6674,,
9,7018,,
4,258,,
9,602,,
14,5110,,
5,7276,,
10,7620,,
15,7964,,
5,860,,
10,1204,,
1,3370,,
6,3714,,
4,3641,,
9,3985,,
0,6151,2.5570392608642578e-05,0.011688232421875
5,4243,,
22,7630,,
1,6753,,
6,7097,,
22,1214,,
1,337,,
4,7024,,
25,1485,,
25,7901,,
4,608,,
21,3995,,
0,3118,-7.987022399902344e-05,-0.01126861572265625
22,4597,,
25,4868,,
16,7034,,
21,7378,,
11,274,,
16,618,,
21,962,,
12,3128,,
17,3472,,
22,7980,,
22,1564,,
25,8251,,
13,5982,,
11,3657,,
16,4001,,
21,4345,,
7,6167,,
12,6511,,
17,6855,,
12,95,,
17,439,,
8,9021,,
3,2261,,
8,2605,,
13,2949,,
11,7040,,
16,7384,,
11,624,,
2,9206,,
2,2790,,
7,3134,,
12,3478,,
3,5644,,
8,5988,,
13,6332,,
2,6173,,
7,6517,,
23,634,,
3,9027,,
24,3488,,
3,2611,,
18,3673,,
23,4017,,
19,6527,,
24,6871,,
19,111,,
24,455,,
15,2621,,
20,2965,,
18,7056,,
23,7400,,
18,640,,
23,984,,
14,3150,,
19,3494,,
24,3838,,
10,5660,,
15,6004,,
20,6348,,
18,4023,,
6,1754,,
9,8441,,
9,2025,,
14,6533,,
19,6877,,
14,117,,
5,8699,,
10,9043,,
15,2971,,
5,2283,,
10,2627,,
1,4793,,
6,5137,,
4,5064,,
9,5408,,
0,7574,6.264448165893555e-05,-0.03253173828125
0,1158,2.1457672119140625e-06,0.0016193389892578125
5,5666,,
10,6010,,
1,8176,,
6,8520,,
1,1760,,
4,8447,,
6,2104,,
9,8791,,
4,2031,,
9,2375,,
25,2908,,
0,4541,-2.086162567138672e-06,0.0111236572265625
22,6020,,
1,5143,,
25,6291,,
21,8801,,
0,7924,2.586841583251953e-05,-0.05194091796875
16,2041,,
21,2385,,
0,1508,-2.2590160369873047e-05,-0.01244354248046875
17,4895,,
22,2987,,
25,3258,,
11,5080,,
16,5424,,
21,5768,,
12,7934,,
17,8278,,
7,1174,,
12,1518,,
17,1862,,
8,4028,,
13,4372,,
11,8463,,
16,8807,,
21,9151,,
11,2047,,
16,2391,,
2,4213,,
7,4557,,
12,4901,,
17,5245,,
3,7067,,
8,7411,,
13,7755,,
3,651,,
8,995,,
13,1339,,
11,5430,,
2,7596,,
7,7940,,
12,8284,,
2,1180,,
7,1524,,
3,4034,,
8,4378,,
23,5440,,
2,4563,,
19,7950,,
24,8294,,
3,7417,,
19,1534,,
24,1878,,
20,4388,,
18,8479,,
23,8823,,
18,2063,,
23,2407,,
14,4573,,
19,4917,,
24,5261,,
10,7083,,
15,7427,,
20,7771,,
10,667,,
15,1011,,
20,1355,,
18,5446,,
23,5790,,
9,3448,,
14,7956,,
19,8300,,
14,1540,,
19,1884,,
5,3706,,
10,4050,,
15,4394,,
20,4738,,
1,6216,,
6,6560,,
6,144,,
4,6487,,
9,6831,,
4,71,,
9,415,,
14,4923,,
0,2581,0.0001786947250366211,-0.0185089111328125
5,7089,,
10,7433,,
5,673,,
10,1017,,
1,3183,,
6,3527,,
4,3454,,
9,3798,,
0,5964,-3.337860107421875e-06,0.000896453857421875
22,7443,,
1,6566,,
22,1027,,
25,7714,,
1,150,,
4,6837,,
25,1298,,
4,421,,
21,3808,,
0,2931,-8.70823860168457e-05,0.037628173828125
22,4410,,
25,4681,,
16,6847,,
21,7191,,
11,87,,
16,431,,
21,775,,
12,2941,,
17,3285,,
22,7793,,
25,8064,,
13,5795,,
11,3470,,
16,3814,,
21,4158,,
7,5980,,
12,6324,,
17,6668,,
17,252,,
8,8834,,
13,9178,,
3,2074,,
8,2418,,
13,2762,,
11,6853,,
16,7197,,
11,437,,
